Token,Most Frequent Language
3:2.,ara
ĠFormats,deu
zz,deu
Seitenverhältnis,deu
Formats,deu
(geteilt,deu
"zwölf,",deu
ganzzahlige,deu
Verhältnis,deu
erhalten),deu
3:2,deu
Ġsimplest,eng
-number,eng
Ġtherefore,eng
(dividing,eng
simplest,eng
whole-number,eng
ratio),eng
therefore,eng
(በጣም,amh
ቀላሉን,amh
ሬሾ,amh
በመክፈል),amh
dÄĽlen,ces
jj,ces
Å¡Å¡ÃŃ,ces
Poměr,ces
(vyděleno,ces
dvanácti,ces
získání,ces
nejjednoduššího,ces
poměru,ces
číslech),ces
تقارب,ara
الصيغ,ara
(مجموعة,ara
صيغ,ara
المتقدم،,ara
المثال),ara
نسبةَ,ara
الارتفاع,ara
هذه.,ara
ĠAPS,deu
Formate,deu
"APS-Formatfamilie,",deu
Beispiel),deu
dasselbe,deu
ähnliches,deu
Seitenverhältnis.,deu
APS,eng
Ġequal,eng
Ġapproximate,eng
(APS,eng
"formats,",eng
example),eng
equal,eng
approximate,eng
ratio.,eng
ቤተሰብ),amh
ጥምርታ,amh
እኩል,amh
rodina,ces
APS),ces
rovnají,ces
těsně,ces
blíží,ces
stran.,ces
التثليث,ara
يُساء,ara
السخرية,ara
منها،,ara
توجيهياً,ara
الديناميكية,ara
hte,deu
vielgeschmähte,deu
verspottete,deu
Drittel-Regel,deu
"Richtlinie,",deu
schafft,deu
gleichzeitig,deu
Maß,deu
bewahrt.,deu
-ab,eng
uled,eng
Ġguideline,eng
Ġmeasure,eng
much-abused,eng
often-ridiculed,eng
guideline,eng
measure,eng
image.,eng
የተንገላታው,amh
የሚሳቅበት,amh
የሦስተኛ,amh
ወገን,amh
ደንብ,amh
በምስሉ,amh
በሚቆይበት,amh
etin,ces
Ġprost,ces
Ġobra,ces
zneužívané,ces
zesměšňované,ces
„pravidlo,ces
třetin“,ces
prostým,ces
"vodítkem,",ces
obraze,ces
dynamiku,ces
pořádku.,ces
يذكر,ara
مؤثر,ara
للموضوع,ara
تقاطع,ara
تقسم,ara
أثلاث,ara
عمودياً,ara
وأفقياً,ara
Ġhorizontal,deu
mot,deu
Kreuzungspunkt,deu
"Linien,",deu
vertikal,deu
horizontal,deu
"dritteln,",deu
effektivste,deu
Hauptmotiv,deu
Beispiel).,deu
Ġsubject,eng
Ġintersection,eng
Ġlines,eng
Ġdividing,eng
Ġvertically,eng
Ġhorizontally,eng
subject,eng
intersection,eng
dividing,eng
vertically,eng
horizontally,eng
ለዋናው,amh
ውጤታማው,amh
ምስሉን,amh
በአግድመት,amh
በሚያካፍሉ,amh
የመስመሮች,amh
መቆራረጫ,amh
አንደሆነ,amh
ይናገራል,amh
(ምሳሌ,amh
ይመልከቱ)።,amh
ĠpÅĻedmÄĽt,ces
izont,ces
specifikace,ces
nejefektivnější,ces
předmět,ces
průsečíku,ces
"čar,",ces
vertikálně,ces
horizontálně,ces
rozdělují,ces
příklad).,ces
خضعت,ara
الكاثوليكية،,ara
وقوية،,ara
للتدقيق,ara
ĠPer,deu
iode,deu
Periode,deu
katholische,deu
Prüfstand.,deu
Ġscrutiny,eng
"history,",eng
"Church,",eng
scrutiny.,eng
ሃብታም,amh
ባለስልጣን,amh
የካቶሊክ,amh
ቤተክርስቲያን,amh
ገባ።,amh
Ġkat,ces
yla,ces
katolická,ces
"církev,",ces
nabyla,ces
"moc,",ces
podrobného,ces
zkoumání.,ces
ربطت,ara
الديانة,ara
المسيحية,ara
معًا,ara
الاختلافات,ara
والعادات.,ara
Ġchrist,deu
christliche,deu
Gebräuche,deu
zusammengehalten.,deu
ĠChristian,eng
Christian,eng
customs.,eng
ለሚበልጡ,amh
የክርስትና,amh
የቋንቋና,amh
የአውሮፓን,amh
አቆራኝቷል።,amh
spojovalo,ces
křesťanské,ces
zvyklostech.,ces
الشاملة,ara
امتلكتها,ara
بدءاً,ara
عوامّ,ara
Allmacht,deu
beherrschte,deu
"jeden,",deu
Bürger.,deu
ading,eng
all-pervading,eng
commoner.,eng
ሁሉን,amh
አጥፊ,amh
ከሊቅ,amh
ደቂቅ,amh
የሚነካ,amh
všudypřítomná,ces
"každého,",ces
prostému,ces
občanovi.,ces
الثروة,ara
لابد,ara
لتخفيف,ara
المعاناة,ara
والفقر،,ara
للكنيسة,ara
السبب.,ara
Einer,deu
christlichen,deu
Glaubenssätze,deu
Linderung,deu
Leid,deu
Armut,deu
Geldmittel,deu
Kirchen,deu
Ġalleviate,eng
Ġsuffering,eng
Ġpoverty,eng
Ġmonetary,eng
tenets,eng
alleviate,eng
suffering,eng
poverty,eng
monetary,eng
reason.,eng
ክርስቲያናዊ,amh
ሐሳቦች,amh
ሀብትን,amh
መከራን,amh
ድህነትን,amh
ለማቃለል,amh
ክርስቲያኒቱ,amh
ፈንድ,amh
ለዚህ,amh
የተመደበ,amh
ĠcÃŃrk,ces
křesťanských,ces
principů,ces
využíváno,ces
zmírňování,ces
utrpení,ces
chudoby,ces
peněžní,ces
církve,ces
والمال,ara
تساؤل,ara
الكثيرين,ara
الوفاء,ara
بمتطلبات,ara
العقيدة.,ara
Zentralgewalt,deu
Rom.,deu
Macht,deu
"zweifeln,",deu
Grundsatz,deu
entsprochen,deu
tenet,eng
met.,eng
የቤተክርስቲያኑ,amh
መካከለኛው,amh
ብዙዎች,amh
የመመሪያ,amh
እምነቱ,amh
እየተሞላ,amh
እንዲጠይቁ,amh
Ústřední,ces
autorita,ces
"otázce,",ces
naplněn.,ces
بادرت,ara
بريطانيا,ara
بمحاصرة,ara
بحرًيا,ara
اندلاع,ara
المناوشات.,ara
Ġinit,deu
lock,deu
Kampfhandlungen,deu
initiierte,deu
Seeblockade,deu
ilities,eng
Ġinitiated,eng
Ġnaval,eng
Ġblockade,eng
"hostilities,",eng
Britain,eng
initiated,eng
naval,eng
blockade,eng
ጠብ,amh
የጀርመንን,amh
ማገድ,amh
střetů,ces
námořní,ces
blokádu,ces
أثبتت,ara
فاعليتها؛,ara
الإمدادات,ara
والمدنية،,ara
انتهاك,ara
الحصار,ara
للقانون,ara
الدولي,ara
المقبول,ara
دُوّن,ara
ونُسّق,ara
دولية,ara
الماضيين.,ara
ĠBlock,deu
"effektiv,",deu
lebenswichtigen,deu
zivilen,deu
Lieferungen,deu
"abschnitt,",deu
Blockade,deu
anerkannte,deu
Völkerrecht,deu
"verstieß,",deu
kodifiziert,deu
Ġstrategy,eng
Ġcutting,eng
Ġvital,eng
Ġcivilian,eng
Ġviolated,eng
Ġaccepted,eng
ified,eng
Ġagreements,eng
strategy,eng
proved,eng
"effective,",eng
cutting,eng
vital,eng
civilian,eng
"supplies,",eng
violated,eng
accepted,eng
codified,eng
agreements,eng
እገታ,amh
ስምምነቶች,amh
የተቀናጀ,amh
ያገኘ,amh
ሕግን,amh
የጣሰ,amh
አስፈላጊው,amh
አቅርቦቶችን,amh
በመቁረጥ,amh
ስልቱ,amh
ateg,ces
Ġefekt,ces
eru,ces
Ġdohod,ces
"efektivní,",ces
přerušila,ces
životně,ces
"zásobování,",ces
blokáda,ces
porušovala,ces
všeobecně,ces
přijaté,ces
kodifikované,ces
mezinárodními,ces
dohodami,ces
لغمت,ara
قطاعاتٍ,ara
كاملةٍ,ara
المحيطات،,ara
يهدد,ara
المحايدة.,ara
Gro,deu
Ġverm,deu
ring,deu
rale,deu
verminte,deu
"Gewässer,",deu
Meeresabschnitte,deu
vordringen,deu
neutrale,deu
darstellte.,deu
Ġmined,eng
mined,eng
"ocean,",eng
የብሪታንያ,amh
በሰፋፊ,amh
እንዳያልፉ,amh
በቦምብ,amh
ጠመደች፣,amh
ለገለልተኛ,amh
křižovala,ces
nedostaly,ces
"oceánu,",ces
představovalo,ces
nebezpečí,ces
استجابة,ara
التكتيك،,ara
توقعت,ara
رداً,ara
مشابهاً,ara
المقيدة,ara
Ġune,deu
Taktik,deu
begrenzt,deu
erwartete,deu
uneingeschränkte,deu
U-Boot-Kriegsführung.,deu
Ġtactic,eng
Ġunrestricted,eng
Ġsubmarine,eng
"tactic,",eng
unrestricted,eng
submarine,eng
warfare.,eng
ለዘዴው,amh
ላልተገደበው,amh
የሰርጎገብ,amh
ጠብቃ,amh
omez,ces
taktika,ces
setkala,ces
omezenou,ces
"reakcí,",ces
odezvu,ces
neomezované,ces
podmořské,ces
síly.,ces
المواقف,ara
السائدة,ara
المسالمة,ara
والعزلة.,ara
ĠPaz,deu
ellungen,deu
1920er-Jahren,deu
Pazifismus,deu
Einstellungen,deu
Ġprevailing,eng
Ġattitudes,eng
Ġisolation,eng
"1920s,",eng
prevailing,eng
attitudes,eng
pacifism,eng
isolation.,eng
በ1920ዎቹ፣,amh
የጎላው,amh
ፀረ,amh
ብቸኝነት,amh
Ġposto,ces
dvacátých,ces
převládaly,ces
občanů,ces
postoje,ces
pacifismu,ces
izolace.,ces
أهوال,ara
وفظائع,ara
أرادت,ara
الموقف,ara
Erlebnis,deu
Schrecken,deu
Gräueltaten,deu
Ġhorrors,eng
Ġatrocities,eng
horrors,eng
atrocities,eng
"I,",eng
የጦርነትን,amh
ጭካኔ,amh
ከተመለከቱ,amh
ለወደፊቱ,amh
ለማስወገድ,amh
ፈለጉ።,amh
svědci,ces
hrůzy,ces
toužily,ces
vyhnout,ces
1884,ara
تيسلا,ara
إديسون,ara
نيويورك.,ara
ĠTesla,deu
ĠEdison,deu
Tesla,deu
Stelle,deu
Edison,deu
anzutreten.,deu
"1884,",eng
ቴስላ,amh
በኒው,amh
ዮርክ,amh
ሲቲ,amh
በኤዲሰን,amh
ተዛወረ።,amh
přijal,ces
Yorku.,ces
ĠØ´Ø¹Ø±,ara
ومعه,ara
سنتات،,ara
وكتاب,ara
شعر،,ara
وخطاب,ara
باتشيلور,ara
(مديره,ara
وظيفته,ara
السابقة),ara
توماس,ara
إديسون.,ara
ĠCent,deu
ĠBatch,deu
orges,deu
ĠArbeits,deu
ĠThomas,deu
Cent,deu
"Besitz,",deu
Gedichten,deu
Empfehlungsschreiben,deu
Batchelor,deu
(seinem,deu
Vorgesetzten,deu
Arbeitsstelle),deu
Thomas,deu
Edison.,deu
Ġcents,eng
Ġpoetry,eng
Ġrecommendation,eng
cents,eng
"poetry,",eng
recommendation,eng
(his,eng
job),eng
በስሙ,amh
ሳንቲም፣,amh
የግጥም,amh
ከቻርልስ,amh
ባችለር,amh
(የቀድሞ,amh
ስራው,amh
ኃላፊ),amh
ለቶማስ,amh
ኤዲሰን,amh
የምስጋና,amh
ዩኤስ,amh
apse,ces
ĠThom,ces
Přijel,ces
centy,ces
"kapse,",ces
knížkou,ces
básní,ces
doporučujícím,ces
dopisem,ces
Thomase,ces
Edisona,ces
Charlese,ces
Batchelora,ces
(nadřízeného,ces
pracovního,ces
místa).,ces
فريدةٌ,ara
لعرض,ara
الفترات,ara
المختلفة؛,ara
نوعٍ,ara
مختلفٍ.,ara
ital,deu
ĠDyn,deu
einzigartige,deu
"Methode,",deu
Zeitalter,deu
anzuzeigen.,deu
Zeitspanne,deu
"Familie,",deu
Dynastie.,deu
Ġperiods,eng
periods;,eng
dynasty.,eng
ወቅቶችን,amh
የማሳያ,amh
አለው፣,amh
ሁልም,amh
ሥርወ,amh
unikátní,ces
rozlišování,ces
období;,ces
vládnoucí,ces
samostatnou,ces
dynastií.,ces
حاكمة,ara
عصرٌ,ara
مستقرٍ,ara
المقاطعات,ara
المقسمة.,ara
حقبة,ara
الممالك,ara
هان,ara
وسلالة,ara
جين.,ara
Ġherr,deu
ĠPeriod,deu
Dynastien,deu
herrschten,deu
unbeständige,deu
geteilter,deu
Provinzen.,deu
Perioden,deu
Epoche,deu
"Königreiche,",deu
Han-,deu
Jin-Dynastie,deu
Ġunstable,eng
Ġdivided,eng
Ġprovinces,eng
Ġepoch,eng
unstable,eng
divided,eng
provinces.,eng
best-known,eng
periods,eng
Kingdoms,eng
epoch,eng
Han,eng
Jin,eng
Dynasty.,eng
በእንያንዳንዱ,amh
ስርወ-መንግስት,amh
የተከፋፈሉ,amh
ክፍልሃገራት,amh
ያልተረጋጋ,amh
በእነዚህ,amh
በሃን,amh
ጂን,amh
ለ60,amh
የተካሄደው,amh
abil,ces
iÃŃ,ces
ĠÅ,ces
dynastií,ces
nestabilní,ces
rozdělených,ces
provincií.,ces
Nejznámější,ces
Období,ces
"království,",ces
trvalo,ces
dynastiemi,ces
Ťin.,ces
شرسة,ara
النبلاء,ara
سعيًا,ara
العرش.,ara
Ġtob,deu
tobten,deu
erbitterte,deu
"Adligen,",deu
Thron,deu
kämpften.,deu
Ġfierce,eng
Ġnob,eng
fierce,eng
warfare,eng
nobles,eng
throne.,eng
ለዙፋኑ,amh
በሚታገሉ,amh
መኳንንት,amh
nelítostná,ces
šlechtici,ces
bojujícími,ces
trůn.,ces
الحقب,ara
دمويةً,ara
الجلوس,ara
المقاعد,ara
القصر,ara
شيان.,ara
ĠEp,deu
ĠXi,deu
'an,deu
Königreiche,deu
blutigsten,deu
Epochen,deu
starben,deu
Kampf,deu
Palast,deu
Xi'an.,deu
iest,eng
ĠAncient,eng
Ġseat,eng
Ġgrand,eng
Ġpalace,eng
âĢĻan,eng
bloodiest,eng
China’s,eng
seat,eng
grand,eng
palace,eng
Xi’an.,eng
በጥንታዊ,amh
በዢያን,amh
ሲታገሉ,amh
ተዋግተው,amh
ሞቱ።,amh
Epoch,ces
krv,ces
histor,ces
Âłz,ces
-an,ces
Epocha,ces
nejkrvavějších,ces
"Číny,",ces
zemřelo,ces
paláci,ces
Si-anu.,ces
الاجتماعية,ara
والسياسية,ara
المتري،,ara
الاستبداد,ara
الجمهوري،,ara
والقومية،,ara
والاعتقاد,ara
ملك,ara
للشعب,ara
للحاكم,ara
وحده.,ara
anism,deu
sozialer,deu
politischer,deu
Effekte,deu
metrischen,deu
"Systems,",deu
Abwendung,deu
Absolutismus,deu
Republikanismus,deu
Nationalismus,deu
"Glaube,",deu
Herrscher,deu
allein.,deu
Ġmetric,eng
Ġnationalism,eng
Ġbelongs,eng
Ġruler,eng
metric,eng
absolutism,eng
"republicanism,",eng
nationalism,eng
belongs,eng
ruler.,eng
የሜትሪክ,amh
አጠቃቀም፣,amh
ከእውነተኝነት,amh
ህዝባዊነት,amh
መቀየር፣,amh
ብሔራዊነት,amh
የህዝቡ,amh
አለመሆኗን,amh
ማህበራዊ,amh
ፖለቲካዊ,amh
ተፅእኖዎች,amh
Ġsoci,ces
Ġnacional,ces
sociálních,ces
politických,ces
"důsledků,",ces
metrického,ces
absolutismu,ces
republikanismu,ces
nacionalismu,ces
"víra,",ces
jednomu,ces
vládci.,ces
الثورة،,ara
المهن,ara
مفتوحةً,ara
المتقدّمين,ara
الذكور,ara
سمح,ara
للأكثر,ara
طموحاً,ara
ونجاحاً,ara
بالنجاح.,ara
Berufe,deu
Bewerbern,deu
"offen,",deu
Ehrgeizigsten,deu
Besten,deu
reüssieren,deu
Ġoccupations,eng
Ġapplicants,eng
Ġambitious,eng
occupations,eng
applicants,eng
ambitious,eng
succeed.,eng
ከአብዮቱ,amh
የሚያስችሏቸው,amh
ሙያዎች,amh
አመልካቾች,amh
profese,ces
otevřeny,ces
žadatelům,ces
mužského,ces
umožněno,ces
uspět,ces
nejambicióznějším,ces
nejúspěšnějším.,ces
تصنيفات,ara
الطبقة،,ara
تعتمد,ara
الأعيرة.,ara
assel,deu
Dasselbe,deu
"Militär,",deu
Klassenzugehörigkeit,deu
basierten,deu
Armee-Ranglisten,deu
Kaliber.,deu
Same,eng
Ġrankings,eng
rankings,eng
cailaber.,eng
ያው,amh
ለወታደሩም,amh
በሠራዊት,amh
ከመመስረት,amh
በካይላይበር,amh
ተመስርተው,amh
samé,ces
hodností,ces
založených,ces
příslušnosti,ces
záleží,ces
schopnostech.,ces
أبناء,ara
الطبقة,ara
العاملة,ara
المُضطهدة,ara
لنزع,ara
فتيل,ara
ثوراتهم.,ara
Französische,deu
inspirierte,deu
unterdrückte,deu
Arbeiterschicht,deu
Revolutionen,deu
pressed,eng
Ġrevolutions,eng
repressed,eng
revolutions.,eng
በጫና,amh
የሰራተኛው,amh
መደብ,amh
ዐመፅ,amh
እንዲጀምሩ,amh
አነሳስቷቸዋል።,amh
Francouzská,ces
revoluce,ces
inspirovala,ces
utlačovaných,ces
pracujících,ces
ĠÙħØŃÙħØ¯,ara
محمد,ara
مهتمّاً,ara
بالأمور,ara
الدنيويّة.,ara
اعتاد,ara
التردّد,ara
غار,ara
"بـ""حراء""",ara
جبل,ara
"""النور""",ara
للتأمّل.,ara
ammed,deu
Mohammed,deu
Dingen,deu
"interessiert,",deu
hinausgingen.,deu
besuchte,deu
"Höhle,",deu
„Hira“,deu
„Nur“,deu
(Licht),deu
meditieren.,deu
hammad,eng
Ġmundane,eng
Ġcontempl,eng
Muhammad,eng
mundane,eng
“Hira‘”,eng
Mountain,eng
“Noor”,eng
(light),eng
contemplation.,eng
መሐመድ,amh
ለማሰላሰል,amh
“ኑር”,amh
(ብርሃን),amh
“ሂራ’,amh
”በመባል,amh
ያዘወትር,amh
emplo,ces
Mohamed,ces
hluboce,ces
zajímal,ces
záležitosti,ces
světského,ces
navštěvoval,ces
jeskyni,ces
známou,ces
hoře,ces
„Noor“,ces
(světlo),ces
kontemploval.,ces
الغار,ara
نفسه،,ara
بقى,ara
العصور،,ara
ميول,ara
النبي,ara
الروحية.,ara
ĠMohammed,deu
überdauert,deu
lebhaftes,deu
Mohammeds,deu
spirituellen,deu
Neigungen.,deu
Ġsurvived,eng
Ġvivid,eng
ĠMuhammad,eng
"itself,",eng
survived,eng
vivid,eng
Muhammad’s,eng
inclinations.,eng
ከዘመኑ,amh
ዋሻው,amh
"ራሱ,",amh
የመሐመድን,amh
ዝንባሌዎች,amh
ĠMohamed,ces
Samotná,ces
přežila,ces
značnou,ces
"dobu,",ces
podává,ces
živý,ces
Mohamedova,ces
duchovního,ces
zaměření.,ces
الكهف,ara
مكة،,ara
معزول,ara
Berge,deu
Mekka,deu
isoliert.,deu
Ġmountains,eng
Resting,eng
mountains,eng
ከመካ,amh
ማረፉ፣,amh
እንዲገለል,amh
poloze,ces
Mekky,ces
kompletně,ces
izolována,ces
ÙĪØ¯Ùĩ,ara
بوجوده.,ara
فبمجرد,ara
عزلةٍ,ara
تامةٍ.,ara
ĠSob,deu
"weiß,",deu
existiert.,deu
Sobald,deu
Ġknew,eng
ĠOnce,eng
knew,eng
existed.,eng
Once,eng
"cave,",eng
መኖሩን,amh
ቢያውቅም,amh
ማግኘቱን,amh
ከገባ,amh
መገለል,amh
Ġkdyby,ces
"najít,",ces
kdyby,ces
"vědělo,",ces
existuje.,ces
Uvnitř,ces
naprosté,ces
رؤيته,ara
الكثيرة,ara
المحيطة.,ara
سماع,ara
الكهف.,ara
ĠBergen,deu
"liegenden,",deu
"klaren,",deu
wunderschönen,deu
umliegenden,deu
Bergen.,deu
Innern,deu
hören.,deu
Nothing,eng
ĠVery,eng
Ġheard,eng
"clear,",eng
mountains.,eng
Very,eng
heard,eng
cave.,eng
ከብዙዎቹ,amh
ግልጽ፣,amh
አይታይም።,amh
ከዋሻው,amh
Není,ces
nádherně,ces
jasná,ces
obloha,ces
okolních,ces
hor.,ces
vnitřku,ces
الهرم,ara
"""الجيزة""",ara
العجائب,ara
السبع,ara
هذا.,ara
ĠChe,deu
Cheopspyramide,deu
"Weltwunder,",deu
ĠPyramid,eng
Ġwonders,eng
Pyramid,eng
Giza,eng
wonders,eng
በጊዛ,amh
ፒራሚድ,amh
ቆሞ,amh
ከሰባቱ,amh
Velká,ces
pyramida,ces
Gíze,ces
"divů,",ces
الحقبة,ara
الحالية،,ara
الأعظم,ara
الأهرام,ara
الضخمة,ara
المبنية,ara
شرف,ara
الفرعون,ara
الميت.,ara
Ägyptern,deu
Cheops-Pyramide,deu
"Pyramidenstrukturen,",deu
Verehrung,deu
verstorbener,deu
Pharaonen,deu
Built,eng
ĠEgyptians,eng
Egyptians,eng
"BCE,",eng
structures,eng
honor,eng
Pharaoh.,eng
በሦስተኛው,amh
በግብፃውያን,amh
ፒራሚድ፣,amh
የሞተውን,amh
ፈርዖንን,amh
ከተገነቡ,amh
ĠEg,ces
Ġstaveb,ces
"pyramida,",ces
Egypťané,ces
"l.,",ces
staveb,ces
"tvaru,",ces
vybudovaných,ces
počest,ces
zemřelého,ces
faraona.,ces
الجيزة،,ara
"""مدينة",ara
الجيزة,ara
"الجنائزية""",ara
بوادي,ara
الموتى,ara
المصري،,ara
الأكبر),ara
ومقابر,ara
ومعابد,ara
وأبو,ara
الهول.,ara
Plate,deu
ĠTot,deu
ĠSphinx,deu
Gizeh-Plateau,deu
„Gizeh-Nekropole“,deu
ägyptischen,deu
Tal,deu
Toten,deu
Pyramiden,deu
Pyramide,deu
"Gräber,",deu
Sphinx.,deu
ĠNec,eng
ĠDead,eng
ramids,eng
"""Giza",eng
"Necropolis""",eng
Dead,eng
pyramids,eng
(of,eng
"largest),",eng
"temples,",eng
የሙታን,amh
“ጊዛ,amh
ፕላቱ”,amh
ነክሮፖሊስ”,amh
ፒራሚዶችን,amh
ይዟል,amh
(ከእነዚህም,amh
ነው),amh
እስፊንክስ,amh
„Gízská,ces
nekropole“,ces
egyptském,ces
Údolí,ces
Králů,ces
"největší),",ces
"hrobek,",ces
Velkou,ces
sfingu.,ces
Ø±ÙĬÙħ,ara
لتكريم,ara
خوفو،,ara
الأهرامات,ara
والمقابر,ara
والمعابد,ara
الأصغر,ara
زوجات,ara
خوفو,ara
وأفراد,ara
أسرته.,ara
ĠPhar,deu
frauen,deu
Pharao,deu
Cheops,deu
Ehren,deu
"Pyramiden,",deu
Grabmale,deu
Ehefrauen,deu
Familienmitgliedern,deu
ĠKh,eng
Ġwives,eng
Pharaoh,eng
"Khufu,",eng
"pyramids,",eng
Khufu's,eng
wives,eng
members.,eng
ፈርዖን,amh
ክሁፉን,amh
ፒራሚዶች፣,amh
መቅደሶች,amh
የተሠሩት,amh
የክሁፉን,amh
ሚስቶች,amh
cta,ces
vytvořena,ces
pocta,ces
faraonovi,ces
"Chufuovi,",ces
menších,ces
"pyramid,",ces
hrobek,ces
postavena,ces
uctění,ces
manželek,ces
příslušníků.,ces
"""الوتر",ara
"لأعلى""",ara
الـV,ara
وتبدو,ara
"لأسفل""",ara
الدباسة,ara
مربّع,ara
